Percentage of patients;T-stage;Midline Extension;Involvement Ipsi;Involvement Contra;Treated Ipsi;Treated Contra;risk;lower bound;upper bound;top 3 spared lnls risk
0.010452961672473868;late;True;['II', 'III', 'VII'];['II'];['IV', 'II', 'III', 'VII'];['III', 'II'];0.07368355465880772;0.0623005434875905;0.08585246661165527;[('ipsi I', 0.02857135275527446), ('ipsi V', 0.01702716937006148), ('contra I', 0.012088737215526344)]
0.006968641114982578;early;False;['III'];[];['II', 'III'];[];0.0869204382301252;0.07799193515891001;0.09823299111508078;[('ipsi IV', 0.03554004668837085), ('ipsi I', 0.014663397478978426), ('ipsi VII', 0.013195834353569347)]
0.003484320557491289;late;True;['I', 'II'];[];['III', 'I', 'II'];['II'];0.0666076982716043;0.055403356456357154;0.07774590619325988;[('ipsi VII', 0.016555488946708788), ('contra III', 0.013780874322488796), ('ipsi V', 0.012282874871011295)]
0.003484320557491289;late;True;['VII'];[];['III', 'II', 'VII'];['II'];0.056477411021365394;0.04775586993871946;0.06581729602450445;[('ipsi I', 0.013779373188727372), ('contra III', 0.011926699521436018), ('ipsi V', 0.010694098604013737)]
0.010452961672473868;late;True;['II', 'III'];['II', 'III'];['IV', 'II', 'III'];['IV', 'II', 'III'];0.08800571852014544;0.07691065676256995;0.10176768461839833;[('ipsi I', 0.02885976579713078), ('ipsi VII', 0.020854441647183034), ('ipsi V', 0.017238712424929335)]
0.010452961672473868;late;True;['II', 'III'];[];['IV', 'II', 'III'];['II'];0.08247158418988824;0.07149228652214848;0.09310057844856683;[('ipsi I', 0.024398117560850634), ('ipsi VII', 0.01738487163459429), ('contra III', 0.0145514376468702)]
0.003484320557491289;late;True;['II', 'III', 'IV', 'V', 'VII'];['II', 'III', 'VII'];['II', 'III', 'IV', 'V', 'VII'];['IV', 'II', 'III', 'VII'];0.055862780440885614;0.04495916457886524;0.06711811453164493;[('ipsi I', 0.03634464104205068), ('contra I', 0.013341229729526647), ('contra V', 0.0070431770725845385)]
0.010452961672473868;early;False;['II', 'III', 'VII'];[];['IV', 'VII', 'II', 'III'];[];0.058637625940238136;0.04895392981155537;0.0673327795311962;[('ipsi I', 0.024106058350631884), ('contra II', 0.014970107048928637), ('ipsi V', 0.013614373380862953)]
0.003484320557491289;late;False;['II', 'III', 'IV'];['II', 'III'];['V', 'II', 'III', 'IV'];['II', 'III'];0.09971493722070443;0.08638066535565213;0.11467509054618673;[('contra IV', 0.03904963253841535), ('ipsi I', 0.031722498575091254), ('ipsi VII', 0.023248185695390364)]
0.003484320557491289;late;False;[];['II'];['III', 'II'];['II'];0.09022387945310899;0.07677783991521948;0.10395803992951388;[('contra III', 0.03737729884477283), ('ipsi VII', 0.014784303177378024), ('ipsi I', 0.01404008254190521)]
