;Percentage of patients;T-stage;Midline Extension;Involvement Ipsi;Involvement Contra;Treated Ipsi;Treated Contra;risk;top 3 spared lnls risk
0;0.052044199515972396;early;False;[];[];['II'];[];0.07826025543262188;[('ipsi III', 0.03920910437669519), ('contra II', 0.009527516240367231), ('ipsi VII', 0.00907096889776731)]
1;0.0005986483993610278;early;False;[];['VII'];['III', 'II'];['VII'];0.055373179040411113;[('contra II', 0.012934013394033892), ('ipsi VII', 0.01266763645071834), ('ipsi I', 0.011376501295886288)]
2;6.085334957688309e-05;early;False;[];['V'];['III', 'II'];['IV', 'V'];0.06300918676463058;[('contra II', 0.013872784931882218), ('ipsi VII', 0.013252549490803806), ('ipsi I', 0.011866367323885912)]
3;1.0352641525332964e-06;early;False;[];['V', 'VII'];['III', 'II'];['IV', 'V', 'VII'];0.07053509905044836;[('contra II', 0.01614931027532028), ('ipsi VII', 0.015588410764983088), ('ipsi I', 0.013889188937206202)]
4;0.00023769265905454245;early;False;[];['IV'];['III', 'II'];['V', 'III', 'IV'];0.09063763885153259;[('contra II', 0.01893732935148065), ('ipsi VII', 0.012369558064428653), ('ipsi I', 0.011128308312767544)]
5;3.6988928599158212e-06;early;False;[];['IV', 'VII'];['III', 'II'];['V', 'III', 'IV', 'VII'];0.07012701839332591;[('contra II', 0.02438041782275106), ('ipsi VII', 0.01476125553462603), ('ipsi I', 0.013140682723470722)]
6;3.458230545817618e-05;early;False;[];['IV', 'V'];['III', 'II'];['III', 'IV', 'V'];0.09259994785131287;[('contra II', 0.018707431887078015), ('ipsi VII', 0.015989224847658353), ('ipsi I', 0.014169554799892445)]
7;7.274390934964987e-07;early;False;[];['IV', 'V', 'VII'];['III', 'II'];['III', 'IV', 'V', 'VII'];0.07680581637608108;[('contra II', 0.021244177633933208), ('ipsi VII', 0.017679018063234884), ('ipsi I', 0.015794053650200115)]
8;0.0001826466962944532;early;False;[];['III'];['III', 'II'];['II', 'III'];0.07537548824449886;[('contra IV', 0.028328016602042157), ('ipsi VII', 0.01318990790707969), ('ipsi I', 0.011802850092486678)]
9;3.0125586523953235e-06;early;False;[];['III', 'VII'];['III', 'II'];['IV', 'II', 'III', 'VII'];0.08662313648498651;[('ipsi VII', 0.01550584194684602), ('ipsi I', 0.013801968164674957), ('ipsi V', 0.011700192428734322)]
10;2.8857425706687503e-07;early;False;[];['III', 'V'];['III', 'II'];['II', 'IV', 'III', 'V'];0.0660250249433189;[('ipsi VII', 0.01819877576212825), ('ipsi I', 0.016334297757715333), ('ipsi V', 0.013833763662395556)]
11;5.807447917945483e-09;early;False;[];['III', 'V', 'VII'];['III', 'II'];['II', 'IV', 'III', 'V', 'VII'];0.06775535782560724;[('ipsi VII', 0.019909236527813644), ('ipsi I', 0.018070074219228554), ('ipsi V', 0.015223255950770858)]
12;2.5482109417788667e-05;early;False;[];['III', 'IV'];['III', 'II'];['II', 'III', 'IV'];0.07765021967998882;[('contra V', 0.020701691960005392), ('ipsi VII', 0.016313545097894823), ('ipsi I', 0.014474854242603292)]
13;5.477511522478485e-07;early;False;[];['III', 'IV', 'VII'];['III', 'II'];['V', 'II', 'VII', 'III', 'IV'];0.08365147351694041;[('ipsi VII', 0.01800733869815266), ('ipsi I', 0.016116252830635815), ('ipsi V', 0.013681996803832865)]
14;2.441043484391057e-06;early;False;[];['III', 'IV', 'V'];['III', 'II'];['II', 'III', 'IV', 'V'];0.07078014323219035;[('ipsi VII', 0.019679464525201345), ('ipsi I', 0.01774520792221626), ('ipsi V', 0.015020055514747678)]
15;6.530055393778266e-08;early;False;[];['III', 'IV', 'V', 'VII'];['III', 'II'];['II', 'III', 'IV', 'V', 'VII'];0.07078811573184332;[('ipsi VII', 0.020986836085551942), ('ipsi I', 0.019161992976612908), ('ipsi V', 0.01610087607649103)]
16;0.002208421531666629;early;False;[];['II'];['III', 'II'];['II'];0.0815128230901471;[('contra III', 0.02673080332811414), ('contra I', 0.013692248024878015), ('ipsi VII', 0.012340006854090452)]
17;3.600589523338325e-05;early;False;[];['II', 'VII'];['III', 'II'];['III', 'II', 'VII'];0.09493066009538012;[('contra I', 0.016120934372827675), ('ipsi VII', 0.014710432100699597), ('ipsi I', 0.013091525843741455)]
18;3.6701047291410686e-06;early;False;[];['II', 'V'];['III', 'II'];['III', 'IV', 'II', 'V'];0.06819453667467379;[('contra I', 0.01629529886944421), ('ipsi VII', 0.0154597464801203), ('ipsi I', 0.013783578725325513)]
19;7.343626415413248e-08;early;False;[];['II', 'V', 'VII'];['III', 'II'];['III', 'IV', 'II', 'V', 'VII'];0.07243670761637792;[('contra I', 0.017687224351729616), ('ipsi VII', 0.017543416026222527), ('ipsi I', 0.015727664665005976)]
20;1.383285783669797e-05;early;False;[];['II', 'IV'];['III', 'II'];['V', 'III', 'II', 'IV'];0.09733014706913878;[('ipsi VII', 0.01585940014303673), ('ipsi I', 0.014150033687591256), ('contra I', 0.013752383732590545)]
21;2.5392197309410996e-07;early;False;[];['II', 'IV', 'VII'];['III', 'II'];['V', 'III', 'VII', 'II', 'IV'];0.07104192630489271;[('ipsi VII', 0.017913504076072596), ('ipsi I', 0.01608099362553129), ('contra I', 0.014842061152940927)]
22;2.5747249504470362e-06;early;False;[];['II', 'IV', 'V'];['VII', 'III', 'II'];['III', 'II', 'IV', 'V'];0.07838752600265975;[('contra I', 0.016802407138863065), ('ipsi I', 0.01629019081515528), ('ipsi V', 0.013809062868204052)]
23;5.930802708253965e-08;early;False;[];['II', 'IV', 'V', 'VII'];['VII', 'III', 'II'];['III', 'II', 'IV', 'V', 'VII'];0.08014872505258776;[('ipsi I', 0.01802100749143504), ('contra I', 0.01733587124066132), ('ipsi V', 0.015183564546016524)]
24;0.00026719875957149144;early;False;[];['II', 'III'];['III', 'II'];['IV', 'II', 'III'];0.08415836097747756;[('ipsi VII', 0.01570589423622253), ('ipsi I', 0.013902513201632338), ('ipsi V', 0.011842042139362591)]
25;5.7348233768671955e-06;early;False;[];['II', 'III', 'VII'];['III', 'II'];['IV', 'II', 'III', 'VII'];0.09137156869563405;[('ipsi VII', 0.017386887231386497), ('ipsi I', 0.015502235407246684), ('ipsi V', 0.013179514339434623)]
26;5.751245798127644e-07;early;False;[];['II', 'III', 'V'];['VII', 'III', 'II'];['IV', 'II', 'III', 'V'];0.07937651250591257;[('ipsi I', 0.017944815860976293), ('ipsi V', 0.015111654343640094), ('ipsi IV', 0.01336089852893334)]
27;1.3902883349803777e-08;early;False;[];['II', 'III', 'V', 'VII'];['VII', 'III', 'II'];['IV', 'II', 'III', 'V', 'VII'];0.08075873608283264;[('ipsi I', 0.01961610370412163), ('ipsi V', 0.016407460464030816), ('ipsi IV', 0.01509087746590757)]
28;2.57940216466219e-05;early;False;[];['II', 'III', 'IV'];['VII', 'III', 'II'];['II', 'III', 'IV'];0.09137237017095592;[('contra V', 0.01828817746180959), ('ipsi I', 0.017005730562829894), ('ipsi V', 0.014446505696734096)]
29;6.749136635730732e-07;early;False;[];['II', 'III', 'IV', 'VII'];['III', 'II'];['V', 'II', 'III', 'IV', 'VII'];0.09459242597879661;[('ipsi VII', 0.020273960328088453), ('ipsi I', 0.01838186309034033), ('ipsi V', 0.015507496380829362)]
30;2.162558504501496e-06;early;False;[];['II', 'III', 'IV', 'V'];['VII', 'III', 'II'];['II', 'III', 'IV', 'V'];0.08654239810202659;[('ipsi I', 0.02012174586675585), ('ipsi V', 0.016831729263519273), ('ipsi IV', 0.015564376073279724)]
31;6.58188113642861e-08;early;False;[];['II', 'III', 'IV', 'V', 'VII'];['VII', 'III', 'II'];['II', 'III', 'IV', 'V', 'VII'];0.08590254786421249;[('ipsi I', 0.021450241506904676), ('ipsi V', 0.017817693990633047), ('ipsi IV', 0.017010177000149663)]
32;0.0001736794548139357;early;False;[];['I'];['III', 'II'];['II', 'I'];0.08842115917787836;[('ipsi VII', 0.011171580759193778), ('ipsi I', 0.010190798069528623), ('ipsi V', 0.008335991474674783)]
33;2.457848783128833e-06;early;False;[];['I', 'VII'];['III', 'II'];['II', 'VII', 'I'];0.05071711438974758;[('ipsi VII', 0.013691552988696554), ('ipsi I', 0.012230344288952463), ('ipsi V', 0.010280052984820542)]
34;2.468759994589455e-07;early;False;[];['I', 'V'];['III', 'II'];['IV', 'II', 'I', 'V'];0.06192484684271347;[('ipsi VII', 0.01428604614988964), ('contra III', 0.014285302476972295), ('ipsi I', 0.01274951390270962)]
35;4.434146582100523e-09;early;False;[];['I', 'V', 'VII'];['III', 'II'];['III', 'IV', 'II', 'I', 'V', 'VII'];0.07103103999631016;[('ipsi VII', 0.016494546096934966), ('ipsi I', 0.014728388612314075), ('ipsi V', 0.012483624045702144)]
36;9.482274256368874e-07;early;False;[];['I', 'IV'];['III', 'II'];['V', 'III', 'II', 'I', 'IV'];0.08023038358342835;[('ipsi VII', 0.01380561076633956), ('ipsi I', 0.012361119389138904), ('ipsi V', 0.010382535768937953)]
37;1.5678852607250592e-08;early;False;[];['I', 'IV', 'VII'];['III', 'II'];['V', 'III', 'II', 'I', 'IV', 'VII'];0.09151262382286979;[('ipsi VII', 0.01618190828244666), ('ipsi I', 0.014464120328255461), ('ipsi V', 0.012247891600440548)]
38;1.450133909990472e-07;early;False;[];['I', 'IV', 'V'];['III', 'II'];['III', 'II', 'I', 'IV', 'V'];0.05769668597917544;[('ipsi VII', 0.016826874022073904), ('ipsi I', 0.0149813511447951), ('ipsi V', 0.012741430577895754)]
39;3.2039665268670908e-09;early;False;[];['I', 'IV', 'V', 'VII'];['III', 'II'];['III', 'II', 'I', 'IV', 'V', 'VII'];0.05929555302866198;[('ipsi VII', 0.018554055647454618), ('ipsi I', 0.016688126000672397), ('ipsi V', 0.014131200963102828)]
40;7.16909352210981e-07;early;False;[];['I', 'III'];['III', 'II'];['II', 'I', 'III'];0.07951008474154932;[('contra IV', 0.02188280254055087), ('ipsi VII', 0.01711828348117781), ('ipsi I', 0.015227344105983254)]
41;1.2229231624935974e-08;early;False;[];['I', 'III', 'VII'];['III', 'II'];['IV', 'II', 'VII', 'I', 'III'];0.08377953628042772;[('ipsi VII', 0.01878379075167858), ('ipsi I', 0.016861776595127425), ('ipsi V', 0.014299758785291142)]
42;1.181828255714643e-09;early;False;[];['I', 'III', 'V'];['III', 'II'];['IV', 'II', 'I', 'III', 'V'];0.07161810072619926;[('ipsi VII', 0.020504174133507833), ('ipsi I', 0.01869945797508031), ('ipsi V', 0.01571509666019142)]
43;2.451853323903746e-11;early;False;[];['I', 'III', 'V', 'VII'];['III', 'II'];['IV', 'II', 'I', 'III', 'V', 'VII'];0.07190404480557805;[('ipsi VII', 0.022004898351354163), ('ipsi I', 0.020340434036668575), ('ipsi V', 0.016964638280647905)]
44;1.055706665913385e-07;early;False;[];['I', 'III', 'IV'];['III', 'II'];['V', 'II', 'I', 'III', 'IV'];0.08684479606469107;[('ipsi VII', 0.019662579777537773), ('ipsi I', 0.017792630267911204), ('ipsi V', 0.015022195037072514)]
45;2.2770242790058858e-09;early;False;[];['I', 'III', 'IV', 'VII'];['III', 'II'];['V', 'II', 'I', 'III', 'IV', 'VII'];0.08944349588282023;[('ipsi VII', 0.021168439431061885), ('ipsi I', 0.01938871888443954), ('ipsi V', 0.016259180461990198)]
46;1.027618675045941e-08;early;False;[];['I', 'III', 'IV', 'V'];['III', 'II'];['II', 'I', 'III', 'IV', 'V'];0.07769196049029782;[('ipsi VII', 0.022037602604017978), ('ipsi I', 0.02035138985984487), ('ipsi V', 0.016987381382662523)]
47;2.768565456273422e-10;early;False;[];['I', 'III', 'IV', 'V', 'VII'];['III', 'II'];['II', 'I', 'III', 'IV', 'V', 'VII'];0.07710231467175395;[('ipsi VII', 0.023360160785978523), ('ipsi I', 0.021859290548733194), ('ipsi V', 0.018107691939208564)]
48;0.00014266761720916563;early;False;[];['I', 'II'];['III', 'II'];['I', 'II'];0.07129394997824182;[('contra III', 0.021271154970141714), ('ipsi VII', 0.0145882267329508), ('ipsi I', 0.012889355750574967)]
49;2.8253058767863744e-06;early;False;[];['I', 'II', 'VII'];['III', 'II'];['VII', 'I', 'II'];0.07792891068261157;[('contra III', 0.02630689874905361), ('ipsi VII', 0.016273751795350195), ('ipsi I', 0.014435557624691932)]
50;2.830097425412234e-07;early;False;[];['I', 'II', 'V'];['III', 'II'];['III', 'IV', 'I', 'II', 'V'];0.05764318768144424;[('ipsi VII', 0.016823606515753053), ('ipsi I', 0.014973215777198259), ('ipsi V', 0.01273110236863278)]
51;6.4215371552043e-09;early;False;[];['I', 'II', 'V', 'VII'];['III', 'II'];['III', 'IV', 'I', 'II', 'V', 'VII'];0.059137225972680174;[('ipsi VII', 0.01852381066798509), ('ipsi I', 0.016648888900561005), ('ipsi V', 0.014098069635016773)]
52;1.0354086069078196e-06;early;False;[];['I', 'II', 'IV'];['III', 'II'];['V', 'III', 'I', 'II', 'IV'];0.09632839775009341;[('ipsi VII', 0.017153813452764902), ('ipsi I', 0.015319199038061407), ('ipsi V', 0.013006844904847385)]
53;2.1806403381026683e-08;early;False;[];['I', 'II', 'IV', 'VII'];['III', 'II'];['V', 'III', 'VII', 'I', 'II', 'IV'];0.06063484106108306;[('ipsi VII', 0.018922046208615654), ('ipsi I', 0.01707361446988205), ('ipsi V', 0.014431290692339605)]
54;2.3146472978696935e-07;early;False;[];['I', 'II', 'IV', 'V'];['III', 'II'];['III', 'I', 'II', 'IV', 'V'];0.0648889240388862;[('ipsi VII', 0.01874905659339512), ('ipsi I', 0.01686917325514909), ('ipsi V', 0.01428499580315283)]
55;5.798682581103349e-09;early;False;[];['I', 'II', 'IV', 'V', 'VII'];['III', 'II'];['III', 'I', 'II', 'IV', 'V', 'VII'];0.06576336121484586;[('ipsi VII', 0.020345441454862105), ('ipsi I', 0.018538064663059566), ('ipsi V', 0.01559212988956765)]
56;1.352812123636227e-05;early;False;[];['I', 'II', 'III'];['III', 'II'];['I', 'II', 'III'];0.08082273532384637;[('contra IV', 0.019632048786957637), ('ipsi VII', 0.018100241106414984), ('ipsi I', 0.016100617121995724)]
57;3.395347091654255e-07;early;False;[];['I', 'II', 'III', 'VII'];['III', 'II'];['VII', 'I', 'II', 'III'];0.08361750331523828;[('contra IV', 0.022703850049914896), ('ipsi VII', 0.019396730576200588), ('ipsi I', 0.017444389346490778)]
58;3.3647400170715294e-08;early;False;[];['I', 'II', 'III', 'V'];['III', 'II'];['IV', 'I', 'II', 'III', 'V'];0.07437478421223515;[('ipsi VII', 0.021215643564565356), ('ipsi I', 0.019446162018334757), ('ipsi V', 0.016296609373692827)]
59;9.261876117166851e-10;early;False;[];['I', 'II', 'III', 'V', 'VII'];['III', 'II'];['IV', 'I', 'II', 'III', 'V', 'VII'];0.0740760117846147;[('ipsi VII', 0.022584032112419834), ('ipsi I', 0.020977887958560613), ('ipsi V', 0.017446655685643374)]
60;1.1842464769207674e-06;early;False;[];['I', 'II', 'III', 'IV'];['VII', 'III', 'II'];['I', 'II', 'III', 'IV'];0.09134746198218621;[('contra V', 0.019567575391407018), ('ipsi I', 0.019132310888520743), ('ipsi V', 0.01609850829614065)]
61;3.428703727801603e-08;early;False;[];['I', 'II', 'III', 'IV', 'VII'];['VII', 'III', 'II'];['VII', 'I', 'II', 'III', 'IV'];0.09203117917400928;[('contra V', 0.02144678660561536), ('ipsi I', 0.02042547833701959), ('ipsi V', 0.0170665381054482)]
62;1.0980654508715473e-07;early;False;[];['I', 'II', 'III', 'IV', 'V'];['III', 'II'];['I', 'II', 'III', 'IV', 'V'];0.08194103054005321;[('ipsi VII', 0.023096850435923515), ('ipsi I', 0.021528285164264933), ('ipsi V', 0.01786862687796593)]
63;3.5648830919978952e-09;early;False;[];['I', 'II', 'III', 'IV', 'V', 'VII'];['III', 'II'];['I', 'II', 'III', 'IV', 'V', 'VII'];0.08062211321947894;[('ipsi VII', 0.024273394718035097), ('ipsi I', 0.02290228897577731), ('ipsi V', 0.01887752982307349)]
64;0.002137867392279956;early;False;['VII'];[];['III', 'II', 'VII'];[];0.09940925387219471;[('contra II', 0.012962607589907697), ('ipsi I', 0.011404899417542741), ('ipsi V', 0.009515388531287798)]
65;3.579453813100652e-05;early;False;['VII'];['VII'];['III', 'II', 'VII'];['VII'];0.051267798126425464;[('contra II', 0.01502262446185012), ('ipsi I', 0.013435736025908437), ('ipsi V', 0.011372118322664757)]
66;3.5817797932034468e-06;early;False;['VII'];['V'];['III', 'II', 'VII'];['IV', 'V'];0.06020846271335715;[('contra II', 0.016183113120626976), ('ipsi I', 0.01392173581412684), ('ipsi V', 0.01179485952376203)]
67;7.231372220051123e-08;early;False;['VII'];['V', 'VII'];['III', 'II', 'VII'];['IV', 'V', 'VII'];0.06428301496527501;[('contra II', 0.018177906632792756), ('ipsi I', 0.015831551313527144), ('ipsi V', 0.013413219679147895)]
68;1.3642549163917178e-05;early;False;['VII'];['IV'];['III', 'II', 'VII'];['V', 'III', 'IV'];0.09950074376188658;[('contra II', 0.02446515984462055), ('ipsi I', 0.013171619556298787), ('ipsi V', 0.0111460029574383)]
69;2.548243396508194e-07;early;False;['VII'];['IV', 'VII'];['III', 'II', 'VII'];['V', 'III', 'VII', 'IV'];0.06656057553629428;[('contra II', 0.02977716480713774), ('ipsi I', 0.015083515295450227), ('ipsi V', 0.01279968158472639)]
70;2.6785806759771223e-06;early;False;['VII'];['IV', 'V'];['III', 'II', 'VII'];['III', 'IV', 'V'];0.08898298944332053;[('contra II', 0.02129362041009192), ('ipsi I', 0.015825900636164326), ('ipsi V', 0.013443925531931647)]
71;6.182840730629983e-08;early;False;['VII'];['IV', 'V', 'VII'];['III', 'II', 'VII'];['III', 'IV', 'V', 'VII'];0.09466274260585697;[('contra II', 0.02391381760532595), ('ipsi I', 0.017485801641397448), ('ipsi V', 0.01477129961334139)]
72;1.0396146092417828e-05;early;False;['VII'];['III'];['III', 'II', 'VII'];['II', 'III'];0.0766168494050897;[('contra IV', 0.03506695445066008), ('ipsi I', 0.013833981478409998), ('ipsi V', 0.011727620511849808)]
73;2.0712589335861253e-07;early;False;['VII'];['III', 'VII'];['III', 'II', 'VII'];['IV', 'II', 'III', 'VII'];0.0836998345322578;[('ipsi I', 0.015721758733947013), ('ipsi V', 0.013330515595860156), ('ipsi IV', 0.01117046943783056)]
74;1.939788643404291e-08;early;False;['VII'];['III', 'V'];['III', 'II', 'VII'];['II', 'IV', 'III', 'V'];0.05431593542467486;[('ipsi I', 0.01810553145828472), ('ipsi V', 0.015250807959244309), ('ipsi IV', 0.01353431083072261)]
75;4.46850004013556e-10;early;False;['VII'];['III', 'V', 'VII'];['III', 'II', 'VII'];['II', 'IV', 'III', 'V', 'VII'];0.0537228090116793;[('ipsi I', 0.01976078090413436), ('ipsi V', 0.016526715503369527), ('ipsi IV', 0.01525917598435363)]
76;1.9153247747440337e-06;early;False;['VII'];['III', 'IV'];['III', 'II', 'VII'];['II', 'III', 'IV'];0.07186752558812025;[('contra V', 0.024999090713417698), ('ipsi I', 0.01614864587302438), ('ipsi V', 0.013707962062249333)]
77;4.5649213178545253e-08;early;False;['VII'];['III', 'IV', 'VII'];['III', 'II', 'VII'];['II', 'III', 'IV', 'VII'];0.07582044068709959;[('contra V', 0.02906721977247999), ('ipsi I', 0.01780731061649874), ('ipsi V', 0.015026360815810439)]
78;2.3128685394068914e-07;early;False;['VII'];['III', 'IV', 'V'];['III', 'II', 'VII'];['II', 'III', 'IV', 'V'];0.05662500709066469;[('ipsi I', 0.019194643702723703), ('ipsi V', 0.01612552294627482), ('ipsi IV', 0.014631859568013902)]
79;6.565772257676786e-09;early;False;['VII'];['III', 'IV', 'V', 'VII'];['III', 'II', 'VII'];['II', 'III', 'IV', 'V', 'VII'];0.055151068103079584;[('ipsi I', 0.020643797658886003), ('ipsi V', 0.01721099965389244), ('ipsi IV', 0.01618448162601749)]
80;0.00012784269514293662;early;False;['VII'];['II'];['III', 'II', 'VII'];['III', 'II'];0.08557080783653527;[('contra I', 0.016147724010247826), ('ipsi I', 0.013122060535250876), ('ipsi V', 0.011100064727260536)]
81;2.5004578820399265e-06;early;False;['VII'];['II', 'VII'];['III', 'II', 'VII'];['III', 'VII', 'II'];0.09408854013570593;[('contra I', 0.017799822969557056), ('ipsi I', 0.015014388069654196), ('ipsi V', 0.01273949161738168)]
82;2.4975202336294155e-07;early;False;['VII'];['II', 'V'];['III', 'II', 'VII'];['III', 'IV', 'II', 'V'];0.06072836163422662;[('contra I', 0.017705288319268837), ('ipsi I', 0.015762985783789013), ('ipsi V', 0.013349556960682957)]
83;5.695354612209173e-09;early;False;['VII'];['II', 'V', 'VII'];['III', 'II', 'VII'];['III', 'IV', 'II', 'V', 'VII'];0.061786327200510915;[('contra I', 0.018655497331638186), ('ipsi I', 0.017615474327137694), ('ipsi V', 0.014847082253426729)]
84;9.267558506473027e-07;early;False;['VII'];['II', 'IV'];['III', 'II', 'VII'];['V', 'III', 'II', 'IV'];0.09397126831035962;[('ipsi I', 0.016116037404746274), ('contra I', 0.01485759093987723), ('ipsi V', 0.013648905283881407)]
85;1.959434578434258e-08;early;False;['VII'];['II', 'IV', 'VII'];['III', 'II', 'VII'];['V', 'III', 'II', 'IV', 'VII'];0.0983829999157246;[('ipsi I', 0.017919579421227624), ('contra I', 0.015657052439434157), ('ipsi V', 0.015096530337544533)]
86;2.1480796870863644e-07;early;False;['VII'];['II', 'IV', 'V'];['III', 'II', 'VII'];['III', 'II', 'IV', 'V'];0.06694675433702679;[('ipsi I', 0.018057293873684613), ('contra I', 0.017344847163689395), ('ipsi V', 0.01521172398816409)]
87;5.382837171763554e-09;early;False;['VII'];['II', 'IV', 'V', 'VII'];['III', 'II', 'VII'];['III', 'II', 'IV', 'V', 'VII'];0.06649525468281207;[('ipsi I', 0.019753983664847048), ('contra I', 0.017766216463136513), ('ipsi V', 0.01651774985479307)]
88;2.033725784770566e-05;early;False;['VII'];['II', 'III'];['III', 'II', 'VII'];['II', 'III'];0.080131311906283;[('contra IV', 0.02612922793306352), ('ipsi I', 0.01553315116287776), ('ipsi V', 0.0132046023747526)]
89;4.817875201758277e-07;early;False;['VII'];['II', 'III', 'VII'];['III', 'II', 'VII'];['IV', 'II', 'III', 'VII'];0.0851307600884898;[('ipsi I', 0.017169807302550757), ('ipsi V', 0.014521611891889007), ('contra I', 0.013946452437855713)]
90;4.729968712755949e-08;early;False;['VII'];['II', 'III', 'V'];['III', 'II', 'VII'];['IV', 'II', 'III', 'V'];0.06653326918649775;[('ipsi I', 0.019652732888534388), ('ipsi V', 0.016435335687516425), ('ipsi IV', 0.015130221799732859)]
91;1.2413785015958184e-09;early;False;['VII'];['II', 'III', 'V', 'VII'];['III', 'II', 'VII'];['IV', 'II', 'III', 'V', 'VII'];0.06574674562981267;[('ipsi I', 0.02125585214780022), ('ipsi V', 0.017645824059773173), ('ipsi IV', 0.016855291449777515)]
92;2.41969496080446e-06;early;False;['VII'];['II', 'III', 'IV'];['III', 'II', 'VII'];['V', 'II', 'III', 'IV'];0.08138953985432042;[('ipsi I', 0.018412823501290497), ('ipsi V', 0.015531074778527096), ('ipsi IV', 0.013795123956004969)]
93;6.741859745065197e-08;early;False;['VII'];['II', 'III', 'IV', 'VII'];['III', 'II', 'VII'];['V', 'II', 'III', 'IV', 'VII'];0.08329558303470366;[('ipsi I', 0.019832931830682854), ('ipsi V', 0.016603971938108027), ('ipsi IV', 0.015287125652534771)]
94;2.358130811728369e-07;early;False;['VII'];['II', 'III', 'IV', 'V'];['III', 'II', 'VII'];['II', 'III', 'IV', 'V'];0.07055775545288241;[('ipsi I', 0.021482701018633837), ('ipsi V', 0.01784165106039312), ('ipsi IV', 0.017046676285738697)]
95;7.539780259153922e-09;early;False;['VII'];['II', 'III', 'IV', 'V', 'VII'];['III', 'II', 'VII'];['II', 'III', 'IV', 'V', 'VII'];0.06850646194782668;[('ipsi I', 0.022804406937185256), ('ipsi V', 0.0188093911642288), ('ipsi IV', 0.01853449436832321)]
96;8.651678851804426e-06;early;False;['VII'];['I'];['III', 'II', 'VII'];['II', 'I'];0.09957018851941785;[('ipsi I', 0.01226000814018752), ('ipsi V', 0.01030674211781752), ('ipsi IV', 0.007914508345006952)]
97;1.5171424720919326e-07;early;False;['VII'];['I', 'VII'];['III', 'II', 'VII'];['II', 'I', 'VII'];0.0454936617643134;[('ipsi I', 0.014229130657227083), ('ipsi V', 0.012062587636715067), ('ipsi IV', 0.009737585212785498)]
98;1.4889275808351906e-08;early;False;['VII'];['I', 'V'];['III', 'II', 'VII'];['IV', 'II', 'I', 'V'];0.06019052669681713;[('contra III', 0.020440078949645918), ('ipsi I', 0.014762293870373172), ('ipsi V', 0.01251195160559707)]
99;3.133504291470034e-10;early;False;['VII'];['I', 'V', 'VII'];['III', 'II', 'VII'];['III', 'IV', 'II', 'I', 'V', 'VII'];0.06700473090263445;[('ipsi I', 0.016647740872466066), ('ipsi V', 0.014073913160500705), ('ipsi IV', 0.012083898399028022)]
100;5.631911695813811e-08;early;False;['VII'];['I', 'IV'];['III', 'II', 'VII'];['V', 'III', 'II', 'I', 'IV'];0.0811205368471295;[('ipsi I', 0.014499355924147452), ('ipsi V', 0.012277544527262478), ('ipsi IV', 0.010041056953282668)]
101;1.1020144898222907e-09;early;False;['VII'];['I', 'IV', 'VII'];['III', 'II', 'VII'];['V', 'III', 'II', 'I', 'IV', 'VII'];0.0879653945308346;[('ipsi I', 0.016494893885752263), ('ipsi V', 0.013942442801379495), ('ipsi IV', 0.011978108561270441)]
102;1.1289127498651435e-08;early;False;['VII'];['I', 'IV', 'V'];['III', 'II', 'VII'];['III', 'II', 'I', 'IV', 'V'];0.04667894920641976;[('ipsi I', 0.01672273332464963), ('ipsi V', 0.014158628527416176), ('ipsi IV', 0.012167961563644372)]
103;2.72983682283311e-10;early;False;['VII'];['I', 'IV', 'V', 'VII'];['III', 'II', 'VII'];['III', 'II', 'I', 'IV', 'V', 'VII'];0.04620827668649714;[('ipsi I', 0.01844667145067406), ('ipsi V', 0.01551392238385057), ('ipsi IV', 0.01392100655849321)]
104;4.202817833307986e-08;early;False;['VII'];['I', 'III'];['III', 'II', 'VII'];['II', 'I', 'III'];0.07141294411959971;[('contra IV', 0.025114893281678242), ('ipsi I', 0.01689339973794863), ('ipsi V', 0.014324718278225823)]
105;8.546373241317074e-10;early;False;['VII'];['I', 'III', 'VII'];['III', 'II', 'VII'];['II', 'VII', 'I', 'III'];0.07345343827857397;[('contra IV', 0.02820464739495907), ('ipsi I', 0.01845411763589067), ('ipsi V', 0.015545621842090558)]
106;8.03734899649861e-11;early;False;['VII'];['I', 'III', 'V'];['III', 'II', 'VII'];['IV', 'II', 'I', 'III', 'V'];0.057050717369442366;[('ipsi I', 0.020377889107469883), ('ipsi V', 0.016992785176829926), ('ipsi IV', 0.015916652455404544)]
107;1.898736438464443e-12;early;False;['VII'];['I', 'III', 'V', 'VII'];['III', 'II', 'VII'];['IV', 'II', 'I', 'III', 'V', 'VII'];0.05539278600649687;[('ipsi I', 0.02196917900868399), ('ipsi V', 0.018179440923774888), ('ipsi IV', 0.017660768740146056)]
108;7.939759191177453e-09;early;False;['VII'];['I', 'III', 'IV'];['III', 'II', 'VII'];['II', 'I', 'III', 'IV'];0.07551047800020005;[('contra V', 0.02250631562495222), ('ipsi I', 0.019423183307028462), ('ipsi V', 0.016285388076233604)]
109;1.8968654970202572e-10;early;False;['VII'];['I', 'III', 'IV', 'VII'];['III', 'II', 'VII'];['II', 'I', 'III', 'IV', 'VII'];0.07605794379523569;[('contra V', 0.024779457039766646), ('ipsi I', 0.020945069557542488), ('ipsi V', 0.01743262096831139)]
